app_name, en avan,[Aa]ggiornat|in ritardo|puntual,[Aa]ldi|[Pp]enny|[Nn]etto|[Kk]aufland|[sS]aturn| [Ff]ehlen| [fF]ehlt,[Aa]mbiente|carta |giornalini|spreco|spreca |sprechi|sprecare,[Bb]ons? (de)? réduction|[Cc]oupon,[Cc]artace|[cC]assetta,[Cc]arte |fedelt[àa]|[tT]esser,[Cc]artes?,[Cc]ashback|[Cc]oupon|[Bb]uoni sconto|[Bb]uono sconto,[Cc]onfinement|[Cc]orona,[Cc]orona|[Ll]ockdown,[Ff]iltr|ordina per|ordino per|ordinare per,[Ii]nterattiv,[Ll]istes? des? courses?|[Ll]istes? d?'?achats?|[Ff]avori|[sS]auve,[Mm]ancant|ignorat|manca |mancano,[Mm]anqu,[Nn]otifiche,[Pp]andemia|[Vv]irus|[Cc]orona|[Ll]ockdown,[Pp]apier|[ÉeéE]colo|[Pp]lan[èe]te,[Pp]ubblicit[aà],[Rr]egione|[Pp]rovincia|[rR]oma|[Ll]ocal|[pP]osizione|distanza|zona|chilometr|vicin|due passi da,[Tt]ablette,[Zz]oom,[Zz]oom|[Aa]grandi,[Zz]oom|ingrandi,[bB]o[iî]te|[Cc]ourrier|courriel,[bB]riefkast,[cC]oin|[cC]ashback|[gG]utschein,[kK]arte,[lL]ist|[sS]peichern|[eE]inkaufszettel|[lL]ieblings|[fF]avorit,[nN]otifications,[pP]apier|[uU]mwelt|nachhaltig,[sS]alv[ao]|preferiti|[lL]ista della spesa,[sS]tandort|[nN][aä]he|[sS]t[äa]dt|[pP]ostleitzahl,[tT]ablet,[tT]ablet|[iI][pP]ad,[tT]rop (de)? pubs?|[Tt]rop (de )?publicit[ée]s?|[Bb]ourr[ée]e?s? (de )?pubs?|[Bb]ourr[ée]e?s? (de )?publicit[ée]s?|[Bb]lind[ée]e?s? (de )?pubs?|[Bb]lind[ée]e?s? (de )?publicit[ée]s?|[Cc]ombl[ée]e?s? (des? )?pubs?|[Cc]omblee?s? (des? )?publiticit[ée]s?|pub [àa] (la)? pub|[Rr]emplie?s? (de )?pubs?|[Rr]emplie?s? (de )?publicit[ée]s|pubs? vid[ée]o|pop up,[wW]erbung,[àa] jour,anteprim|anticip,cancella|rimouv|scadut,local|[0-9 ]km|code postal,offline,ritaglio|ritaglia|forbici
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/fr_promotions_catalogue/fr_promotions_catalogue,0, , , ,0, , ,0, ,0, , , ,0, ,0, , ,0, , ,0, ,0, ,0, , , , ,0, , , , , ,0, ,1, , ,0,0, 
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/fr_promotions_catalogue_three_star/fr_promotions_catalogue_three_star,0, , , ,0, , ,0, ,0, , , ,0, ,0, , ,0, , ,0, ,0, ,0, , , , ,0, , , , , ,0, ,0, , ,0,0, 
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/fr_shopfully/fr_shopfully,0, , , ,0, , ,2, ,0, , , ,2, ,12, , ,34, , ,0, ,6, ,30, , , , ,0, , , , , ,5, ,6, , ,9,0, 
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/fr_shopfully_three_star/fr_shopfully_three_star,0, , , ,0, , ,0, ,0, , , ,2, ,6, , ,2, , ,0, ,3, ,2, , , , ,0, , , , , ,4, ,2, , ,4,0, 
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/fr_tiendeo_fr/fr_tiendeo_fr,4, , , ,2, , ,18, ,1, , , ,23, ,18, , ,57, , ,3, ,4, ,35, , , , ,3, , , , , ,16, ,30, , ,9,0, 
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/fr_tiendeo_fr_three_star/fr_tiendeo_fr_three_star,1, , , ,0, , ,7, ,0, , , ,13, ,11, , ,6, , ,3, ,1, ,1, , , , ,3, , , , , ,11, ,19, , ,4,0, 
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_centro_volantini/it_centro_volantini, ,8, ,0, ,0,0, ,0, , ,6,0, ,1, ,0,0, ,3,9, , , ,4, , , , , , , ,0, ,1, , , , ,0,0, ,0,0
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_centro_volantini_three_star/it_centro_volantini_three_star, ,7, ,0, ,0,0, ,0, , ,4,0, ,0, ,0,0, ,2,7, , , ,3, , , , , , , ,0, ,1, , , , ,0,0, ,0,0
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_dove_conviene/it_dove_conviene, ,1966, ,401, ,368,52, ,11, , ,33,7, ,461, ,92,12, ,562,1314, , , ,161, , , , , , , ,241, ,81, , , , ,83,53, ,10,13
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_dove_conviene_three_star/it_dove_conviene_three_star, ,182, ,11, ,38,11, ,2, , ,8,3, ,161, ,55,9, ,409,395, , , ,60, , , , , , , ,77, ,31, , , , ,19,40, ,4,5
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_kimbino/it_kimbino, ,3, ,1, ,0,0, ,0, , ,0,0, ,1, ,0,1, ,0,0, , , ,0, , , , , , , ,0, ,0, , , , ,0,2, ,0,0
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_kimbino_three_star/it_kimbino_three_star, ,1, ,0, ,0,0, ,0, , ,0,0, ,1, ,0,1, ,0,0, , , ,0, , , , , , , ,0, ,0, , , , ,0,2, ,0,0
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_kingbee_it/it_kingbee_it, ,1, ,0, ,0,0, ,0, , ,0,0, ,0, ,0,0, ,0,3, , , ,0, , , , , , , ,0, ,0, , , , ,0,0, ,0,0
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_kingbee_it_three_star/it_kingbee_it_three_star, ,0, ,0, ,0,0, ,0, , ,0,0, ,0, ,0,0, ,0,3, , , ,0, , , , , , , ,0, ,0, , , , ,0,0, ,0,0
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_listonic_it/it_listonic_it, ,5, ,1, ,0,0, ,0, , ,0,0, ,3, ,0,1, ,0,5, , , ,0, , , , , , , ,3, ,0, , , , ,1,0, ,0,2
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_listonic_it_three_star/it_listonic_it_three_star, ,1, ,0, ,0,0, ,0, , ,0,0, ,1, ,0,1, ,0,4, , , ,0, , , , , , , ,1, ,0, , , , ,0,0, ,0,1
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_promoqui/it_promoqui, ,823, ,90, ,86,85, ,5, , ,17,3, ,120, ,70,3, ,211,441, , , ,53, , , , , , , ,256, ,20, , , , ,66,58, ,29,25
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_promoqui_three_star/it_promoqui_three_star, ,86, ,4, ,10,17, ,0, , ,3,2, ,43, ,28,1, ,75,97, , , ,20, , , , , , , ,60, ,5, , , , ,10,38, ,11,7
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_tiendeo_it/it_tiendeo_it, ,193, ,23, ,17,13, ,1, , ,3,1, ,50, ,7,2, ,95,102, , , ,22, , , , , , , ,26, ,2, , , , ,3,6, ,0,3
/home/msteinba/Downloads/bur_scrape/pyscrape_copy/it_tiendeo_it_three_star/it_tiendeo_it_three_star, ,19, ,1, ,3,6, ,0, , ,1,0, ,6, ,3,1, ,44,27, , , ,9, , , , , , , ,9, ,0, , , , ,2,5, ,0,1
